"NAME","NATURAL_NODE_NAME","DESCRIPTION","ASSOCIATED_LB","ASSOCIATED_LE","ASSOCIATED_BU"
"RF_H04401","H04401","LAM-VE-Caracas-01-colo_LE_BR2018","LB_H044","LE_BR2018","BU_OGHQTR"
"RF_H07103","H07103","LAM-VE-Caracas-Ave Prolongacion Paseo Colon-Complejo Turistico El Morro, Centro Com Plaza Mayor-Bldg 6B-235_BR2018-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_M02503","M02503","LAM-VE-Caracas-Ave Prolongacion Paseo Colon-Complejo Turistico El Morro, Centro Com Plaza Mayor-Bldg 6B-235_BR2018-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M27901","M27901","LAM-VE-Caracas-01-colo_ME_LB_B330","LB_M279","LE_PS0068","BU_OGMEAS"
"RF_M43503","M43503","LAM-VE-Caracas-Ave Prolongacion Paseo Colon-Complejo Turistico El Morro, Centro Com Plaza Mayor-Bldg 6B-235_BR2018-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_R33603","R33603","LAM-VE-Caracas-Ave Prolongacion Paseo Colon-Complejo Turistico El Morro, Centro Com Plaza Mayor-Bldg 6B-235_BR2018-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_S11503","S11503","LAM-VE-Caracas-Ave Prolongacion Paseo Colon-Complejo Turistico El Morro, Centro Com Plz-Bldg 6B-235_BR2018-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_T03901","T03901","LAM-VE-Caracas-01-colo_LE_BR2018","LB_T039","LE_BR2018","BU_OGTBMS"
"RF_T06493","T06493","LAM-VE-Caracas-Ave Prolongacion Paseo Colon-Complejo Turistico El Morro, Centro Com Plz-Bldg 6B-235_BR2018-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_U01801","U01801","LAM-VE-Caracas-01-colo_ME_LB_TRVN1","LB_U018","LE_I00T45","BU_OGTBMS"
"RF_U03301","U03301","LAM-VE-Caracas-01-colo_LE_BR2018","LB_U033","LE_BR2018","BU_OGTBMS"
"RF_U05803","U05803","LAM-VE-Caracas-01-colo-LE_BR2018-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_U10102","U10102","LAM-VE-Caracas-01-colo_ME_LB_FXM22","LB_U101","LE_I00297","BU_OGTBMS"
"RF_R17802","R17802","LAM-VE-Ciudad Ojeda-Avenida 41 entre Calle Vargas y Carretera No 320_R178","LB_R178","LE_IF1822","BU_OGDRIL"
"RF_R14002","R14002","LAM-VE-El Tigre-Av Penalver a 50mt de la E/S Penalver_R140","LB_R140","LE_IF1798","BU_OGDRIL"
"RF_R14001","R14001","LAM-VE-Maracaibo 2-Avenida 70_R140","LB_R140","LE_IF1798","BU_OGDRIL"
"RF_U10101","U10101","LAM-VE-Maracaibo-01_ME_LB_TMCR","LB_U101","LE_I00297","BU_OGTBMS"
"RF_303001","303001","LAM-VE-Maracaibo-02_ME_LB_B331","LB_3030","LE_I00297","BU_OGMEAS"
"RF_H02001","H02001","LAM-VE-Maracaibo-02_LE_PS0086","LB_H020","LE_PS0086","BU_OGHQTR"
"RF_M01401","M01401","LAM-VE-Maracaibo-02_ME_LB_SSPV2","LB_M014","LE_PS0086","BU_OGMEAS"
"RF_H13201","H13201","LAM-VE-Maracaibo-03_ME_LB_DPH35","LB_H132","LE_IF1232","BU_OGHQTR"
"RF_M15201","M15201","LAM-VE-Maracaibo-03_LE_I00297","LB_M152","LE_I00297","BU_OGMEAS"
"RF_R06101","R06101","LAM-VE-Maracaibo-03_ME_LB_DPS35","LB_R061","LE_IF1232","BU_OGSUBS"
"RF_S03301","S03301","LAM-VE-Maracaibo-03_ME_LB_DPB35","LB_S033","LE_IF1232","BU_OGSUBS"
"RF_R06102","R06102","LAM-VE-Maturin-Avenida Alirio Ugarte Pelayo, No. 03, Sector Bajo Guarapiche_R061","LB_R061","LE_IF1232","BU_OGSUBS"
"RF_R32601","R32601","LAM-VE-Maracaibo-3 carretera via El Mojan Sector Canchancha_R326","LB_R326","LE_IF1798","BU_OGDRIL"
"RF_R32701","R32701","LAM-VE-Maracaibo 3-Zona Ind Norte Km. 3 carretera via El Mojan Sector Canchancha_R327","LB_R327","LE_I00297","BU_OGSUBS"
"RF_YSW101","YSW101","LAM-VE-Maracaibo-Zona Industrial Del Norte, Carratera Via El Mojan-Km 3_YSW1","LB_YSW1","LE_IF1232","BU_OGSUBS"
"RF_323001","323001","LAM-VE-Zulia_Calle 120 Av Los Haticos Apart 68 Maracaibo_3230","LB_3230","LE_I00297","BU_OGMEAS"
"RF_S32701","S32701","LAM-VE-Zulia-Calle 120 Av Los Haticos Apart 68 Maracaibo-LB_S327","LB_S327","LE_I00297","BU_OGSUBS"
"RF_S95701","S95701","LAM-VE-Maracaibo-Calle 120 a este de Av 17 Los Haticos. Edif General Electric_S957","LB_S957","LE_I00297","BU_OGSUBS"
"RF_330H01","330H01","LAM-VE-Maracaibo-Av 66 EDIF #62-609 Piso PB OF Unica_BH3030_330H","LB_330H","LE_BH3030","BU_OGHQTR"
"RF_359501","359501","LAM-VE-Maracaibo-Av 66 EDIF #62-609 Piso PB OF Unica_3595","LB_3595","LE_IF1798","BU_OGDRIL"
"RF_YQ0301","YQ0301","LAM-VE-Maracaibo-Av 66 Edif #62-609 Piso PB Zona Industrial_YQ03","LB_YQ03","LE_BH3030","BU_OGSUBS"
"RF_YQ0401","YQ0401","LAM-VE-Maracaibo-Av 66 Edif #62-609 Piso PB Zona Industrial_YQ04","LB_YQ04","LE_BH3030","BU_OGTBMS"
"RF_303101","303101","LAM-VE-BAKER-LB_3031","LB_3031","LE_BH3030","BU_OGDRIL"
"RF_303501","303501","LAM-VE-BAKER-LB_3035","LB_3035","LE_BH3035","BU_OGDRIL"
"RF_303A01","303A01","LAM-VE-BAKER-LB_303A","LB_303A","LE_BH3030","BU_OGOFSV"
"RF_303B01","303B01","LAM-VE-BAKER-LB_303B","LB_303B","LE_BH3035","BU_OGOFSV"
"RF_328001","328001","LAM-VE-BAKER-LB_3280","LB_3280","LE_BH3280","BU_OGDRIL"
"RF_328501","328501","LAM-VE-BAKER-LB_3285","LB_3285","LE_BH1030","BU_OGDRIL"
"RF_329501","329501","LAM-VE-BAKER-LB_3295","LB_3295","LE_BH3035","BU_OGDRIL"
"RF_329A01","329A01","LAM-VE-BAKER-LB_329A","LB_329A","LE_BH3035","BU_OGOFSV"
"RF_330101","330101","LAM-VE-BAKER-LB_3301","LB_3301","LE_BH3030","BU_OGDRIL"
"RF_330A01","330A01","LAM-VE-BAKER-LB_330A","LB_330A","LE_BH3030","BU_OGOFSV"
"RF_330D01","330D01","LAM-VE-BAKER-LB_330D","LB_330D","LE_BH3030","BU_OGMEAS"
"RF_338001","338001","LAM-VE-BAKER-LB_3380","LB_3380","LE_BH3030","BU_OGDRIL"
"RF_R19301","R19301","LAM-GT-Guatemala-Avenida Petapa 38-39, Zona 12_R193","LB_R193","LE_IF1840","BU_OGDRIL"
"RF_H07146","H07146","LAM-AW-Oranjestad-SGG Management-N.V.-Caya Dr. J.E.M. Arends 18-A_IF1673-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_M02546","M02546","LAM-AW-Oranjestad-SGG Management-N.V.-Caya Dr. J.E.M. Arends 18-A_IF1673-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M43546","M43546","LAM-AW-Oranjestad-SGG Management-N.V.-Caya Dr. J.E.M. Arends 18-A_IF1673-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_R33646","R33646","LAM-AW-Oranjestad-SGG Management-N.V.-Caya Dr. J.E.M. Arends 18-A_IF1673-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_S11546","S11546","LAM-AW-Oranjestad-SGG Management-N.V.-Caya Dr. J.E.M. Arends 18-A_IF1673-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_T06446","T06446","LAM-AW-Oranjestad-SGG Management N.V. Caya Dr. J.E.M. Arends 18-A _IF1673-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_U05846","U05846","LAM-ABW-Oranjestad-01-Aruba Branch-LE_IF1673-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_H07121","H07121","LAM-CL-Santiago-Edificio Titanium-Av. Isidora Goyenechea 2800 Piso 21-2101-7550647-BR2091-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_M02521","M02521","LAM-CL-Santiago-Edificio Titanium-Av. Isidora Goyenechea 2800 Piso 21-2101-7550647-BR2091-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M43521","M43521","LAM-CL-Santiago-Edificio Titanium-Av. Isidora Goyenechea 2800 Piso 21-2101-7550647-BR2091-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_R33621","R33621","LAM-CL-Santiago-Edificio Titanium-Av. Isidora Goyenechea 2800 Piso 21-2101-7550647-BR2091-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_S11521","S11521","LAM-CL-Santiago-Edificio Titanium-Av. Isidora Goyenechea 2800 Piso 21-2101-7550647-BR2091-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_T06421","T06421","LAM-CL-Santiago-Edificio Titanium-Av. Isidora Goyenechea 2800 Piso 21-2101-7550647-BR2091-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_U05821","U05821","LAM-CL-Santiago-01-LE_BR2091-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_YSY201","YSY201","LAM-CL-Santiago-Av. EL Bosque 130 Piso 12 ? Las Condes_YSY2","LB_YSY2","LE_BH3445","BU_OGDRIL"
"RF_YSZ101","YSZ101","LAM-CL-Santiago-Av. El Bosque 130 Piso 12 Las Condes_YSZ1","LB_YSZ1","LE_BH3445","BU_OGMEAS"
"RF_305201","305201","LAM-CL-BAKER-LB_3052","LB_3052","LE_BH3445","BU_OGDRIL"
"RF_314601","314601","LAM-CL-BAKER-LB_3146","LB_3146","LE_BH3145","BU_OGDRIL"
"RF_344501","344501","LAM-CL-BAKER-LB_3445","LB_3445","LE_BH3445","BU_OGDRIL"
"RF_344A01","344A01","LAM-CL-BAKER-LB_344A","LB_344A","LE_BH3445","BU_OGOFSV"
"RF_344D01","344D01","LAM-CL-BAKER-LB_344D","LB_344D","LE_BH3445","BU_OGMEAS"
"RF_333501","333501","LAM-BM-BAKER-LB_3335","LB_3335","LE_BH3125","BU_OGDRIL"
"RF_333A01","333A01","LAM-BM-BAKER-LB_333A","LB_333A","LE_BH3125","BU_OGOFSV"
"RF_356201","356201","LAM-VB-BAKER-LB_3562","LB_3562","LE_BH3560","BU_OGDRIL"
"RF_345001","345001","LAM-UY-BAKER-LB_3450","LB_3450","LE_BH3450","BU_OGDRIL"
"RF_345D01","345D01","LAM-UY-BAKER-LB_345D","LB_345D","LE_BH3450","BU_OGMEAS"
"RF_YSX101","YSX101","LAM-GY-Georgetown-Plot 51 Eccles Industrial Estate, Eccles, East Bank Demerara_YSX1","LB_YSX1","LE_OG1213","BU_OGDRIL"
"RF_350502","350502","LAM-GY-BAKER-LB_3505","LB_3505","LE_BH9073","BU_OGDRIL"
"RF_528001","528001","MENAT-DZ-Algiers-Micro Zone D'activite Hydra, Lot 18 & 19 Triangle Building_5280","LB_5280","LE_BR2647","BU_OGMEAS"
"RF_615001","615001","MENAT-AL-Algiers-01-colo_ME_LB_B398","LB_6150","LE_BR2027","BU_OGMEAS"
"RF_M11901","M11901","MENAT-AL-Algiers-01-colo_ME_LB_B395","LB_M119","LE_BR2027","BU_OGMEAS"
"RF_R32501","R32501","MENAT-DZ-Algiers-Micro Zone D'activite Hydra, Lot 18 & 19 Triangle Building,_R325","LB_R325","LE_K60002","BU_OGSUBS"
"RF_U15501","U15501","MENAT-AL-Algiers-01-colo_ME_LB_TMSAL","LB_U155","LE_A01098","BU_OGTBMS"
"RF_H01301","H01301","MENAT-AL-Boufarik-01_ME_LB_HQAL2","LB_H013","LE_K60002","BU_OGHQTR"
"RF_H04201","H04201","MENAT-AL-Boufarik-01_LE_CP0178","LB_H042","LE_CP0178","BU_OGHQTR"
"RF_H05501","H05501","MENAT-AL-Boufarik-01_LE_BR2067","LB_H055","LE_BR2067","BU_OGHQTR"
"RF_H07114","H07114","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-BR2067-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_H07131","H07131","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-BR2139-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_H07164","H07164","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-PS0002-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_H10001","H10001","MENAT-AL-Boufarik-01_LE_PS0002","LB_H100","LE_PS0002","BU_OGHQTR"
"RF_M02514","M02514","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-BR2067-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M02531","M02531","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-BR2139-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M02564","M02564","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-PS0002-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M43514","M43514","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-BR2067-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_M43531","M43531","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-BR2139-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_M43564","M43564","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-PS0002-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_R33614","R33614","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-BR2067-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_R33631","R33631","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-BR2139-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_R33664","R33664","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-PS0002-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_S11514","S11514","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-BR2067-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_S11531","S11531","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-BR2139-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_S11564","S11564","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-PS0002-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_T01701","T01701","MENAT-AL-Boufarik-01_ME_LB_RSAL3","LB_T017","LE_K60002","BU_OGTBMS"
"RF_T05001","T05001","MENAT-AL-Boufarik-01_LE_BR2067","LB_T050","LE_BR2067","BU_OGTBMS"
"RF_T06414","T06414","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-BR2067-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_T06431","T06431","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-BR2139-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_T06464","T06464","MENAT-DZ-Boufarik-18 & 19 Micro Zone d'Activite, Hydra, Alger, Algerie-PS0002-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_T09301","T09301","MENAT-AL-Boufarik-01_LE_PS0002","LB_T093","LE_PS0002","BU_OGTBMS"
"RF_U01201","U01201","MENAT-AL-Boufarik-01_ME_LB_SOLAL","LB_U012","LE_K60002","BU_OGTBMS"
"RF_U04401","U04401","MENAT-AL-Boufarik-01_LE_BR2067","LB_U044","LE_BR2067","BU_OGTBMS"
"RF_U05814","U05814","MENAT-AL-Boufarik-1-WHT Regime-LE_BR2067-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_U05831","U05831","MENAT-AL-Boufarik-01-LE_BR2139-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_U05864","U05864","MENAT-AL-Boufarik-01-LE_PS0002-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_U08701","U08701","MENAT-AL-Boufarik-01_LE_PS0002","LB_U087","LE_PS0002","BU_OGTBMS"
"RF_U15301","U15301","MENAT-AL-Boufarik-01_LE_CP0178","LB_U153","LE_CP0178","BU_OGHQTR"
"RF_U15801","U15801","MENAT-AL-Boufarik-01_LE_BR2139","LB_U158","LE_BR2139","BU_OGTBMS"
"RF_S32501","S32501","MENAT-AL-Boufarik-Chemin de Wilaya 148 Zone d'Activite de Guerrouaou-LB_S325","LB_S325","LE_K60002","BU_OGSUBS"
"RF_S33001","S33001","SSA_DZ-Arzew-N168 Rue Hassiba Benbouali_S330","LB_S330","LE_I00T05","BU_OGSUBS"
"RF_405001","405001","MENAT-DZ-BAKER-LB_4050","LB_4050","LE_BH9042","BU_OGDRIL"
"RF_405D01","405D01","MENAT-DZ-BAKER-LB_405D","LB_405D","LE_BH9042","BU_OGMEAS"
"RF_409501","409501","MENAT-DZ-BAKER-LB_4095","LB_4095","LE_BH9009","BU_OGDRIL"
"RF_409H01","409H01","MENAT-DZ-BAKER-Ouargla-Commune de Hassi Messaoud_409H","LB_409H","LE_BH9009","BU_OGHQTR"
"RF_411401","411401","MENAT-DZ-BAKER-LB_4114","LB_4114","LE_BH4110","BU_OGDRIL"
"RF_421301","421301","MENAT-DZ-BAKER-LB_4213","LB_4213","LE_BH9112","BU_OGDRIL"
"RF_421A01","421A01","MENAT-DZ-BAKER-LB_421A","LB_421A","LE_BH2125","BU_OGOFSV"
"RF_421E01","421E01","MENAT-DZ-BAKER-LB_421E","LB_421E","LE_BH9112","BU_OGMEAS"
"RF_421H01","421H01","MENAT-DZ-BAKER-Hassi Messaoud Ouragia-BP527 ROUTE EL BORMA 30500_421H","LB_421H","LE_BH9112","BU_OGHQTR"
"RF_430301","430301","MENAT-DZ-BAKER-LB_4303","LB_4303","LE_BH4300","BU_OGDRIL"
"RF_500001","500001","MENAT-BH-Manama-01_ME_LB_B436","LB_5000","LE_IF1131","BU_OGMEAS"
"RF_612501","612501","MENAT-BH-BAKER-LB_6125","LB_6125","LE_BH9109","BU_OGDRIL"
"RF_612A01","612A01","MENAT-BH-BAKER-LB_612A","LB_612A","LE_BH2125","BU_OGOFSV"
"RF_U66101","U66101","MENAT-BH-Musalla-Flat/Shop 230 Building 1503 Road 1161 Block 411_U661","LB_U661","LE_IF1131","BU_OGTBMS"
"RF_632301","632301","MEANT-EG-BAKER_6323","LB_6323","LE_BH9124","BU_OGDRIL"
"RF_632A01","632A01","MEANT -EG-BAKER_632A","LB_632A","LE_BH9124","BU_OGMEAS"
"RF_R14601","R14601","MENAT-EG-Cairo-Ain Sokhna Road, Katameya_R146","LB_R146","LE_IF1806","BU_OGSUBS"
"RF_517201","517201","MENAT-EG-Cairo-Oil Companies Compound, Building 6 Ein Sokhna Old Road Km 12_5172","LB_5172","LE_IF1806","BU_OGMEAS"
"RF_R25601","R25601","MENAT-EGY-Cairo-02_ME_LB_LK61","LB_R256","LE_OG1043","BU_OGDRIL"
"RF_R26401","R26401","MENAT-EGY-Cairo-02_ME_LB_LK76","LB_R264","LE_OG1002","BU_OGDRIL"
"RF_517001","517001","MENAT-EG-Cairo-New Cairo ZONE J -1st Distr Town Ctr Boomerang Bldg 7th Flr_5170","LB_5170","LE_PS0004","BU_OGMEAS"
"RF_H07166","H07166","MENAT-EG-Cairo-New Cairo ZONE J -1st Distr Town Ctr Boomerang Bldg 7th Flr_PS0004-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_H10201","H10201","MENAT-EGY-Cairo-03-colo_LE_PS0004","LB_H102","LE_PS0004","BU_OGHQTR"
"RF_H15401","H15401","MENAT-EGY-Cairo-03-colo_ME_LB_DPH11","LB_H154","LE_IF1249","BU_OGHQTR"
"RF_M02566","M02566","MENAT-EG-Cairo-New Cairo ZONE J -1st Distr Town Ctr Boomerang Bldg 7th Flr_PS0004-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M10301","M10301","MENAT-EGY-Cairo-03-colo_ME_LB_B425","LB_M103","LE_BR0402","BU_OGMEAS"
"RF_M43566","M43566","MENAT-EG-Cairo-New Cairo ZONE J -1st Distr Town Ctr Boomerang Bldg 7th Flr_PS0004-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_R09501","R09501","MENAT-EGY-Cairo-03-colo_ME_LB_DPS11","LB_R095","LE_IF1249","BU_OGDRIL"
"RF_R09601","R09601","MENAT-EGY-Cairo-03-colo_LE_IF1249","LB_R096","LE_IF1249","BU_OGDRIL"
"RF_R33666","R33666","MENAT-EG-Cairo-New Cairo ZONE J -1st Distr Town Ctr Boomerang Bldg 7th Flr_PS0004-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_S05201","S05201","MENAT-EGY-Cairo-03-colo_ME_LB_DPO11","LB_S052","LE_IF1249","BU_OGSUBS"
"RF_S11566","S11566","MENAT-EG-Cairo-New Cairo ZONE J -1st Distr Town Ctr Boomerang Bldg 7th Flr_PS0004-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_T09501","T09501","MENAT-EGY-Cairo-03-colo_LE_PS0004","LB_T095","LE_PS0004","BU_OGTBMS"
"RF_U05866","U05866","MENAT-EGY-Cairo-03-colo-LE_PS0004-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_U08901","U08901","MENAT-EGY-Cairo-03-colo_LE_PS0004","LB_U089","LE_PS0004","BU_OGTBMS"
"RF_L40001","L40001","MENAT-EG-CAIRO-No.46, Zone (J) 1st DistrictTown Center_L400","LB_L400","LE_OG1003","BU_OGDRIL"
"RF_103M01","103M01","MENAT-EG-New Cairo City-11835 Egypt-7th Floor, Land No. 46, ZONE (J) 1st Dist Town Ctr Boomerang CitiBank Bldg-LB_103M","LB_103M","LE_PS0004","BU_OGMEAS"
"RF_T06466","T06466","MENAT-EG-New Cairo City-ZN J-1st Dist-Town Ctr Boomerang Bldg-7th Flr 11835-PS0004-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_YQ1901","YQ1901","MENAT-EG-CAIRO-7 AL-LEITHY STREET FROM PALESTINE ST., FIFTH SECTOR NEW MAADI_YQ19","LB_YQ19","LE_OG1003","BU_OGDRIL"
"RF_601301","601301","MENAT-EG-BAKER-LB_6013","LB_6013","LE_BH9078","BU_OGDRIL"
"RF_602101","602101","MENAT-EG-BAKER-LB_6021","LB_6021","LE_BH9106","BU_OGDRIL"
"RF_602A01","602A01","MENAT-EG-BAKER-LB_602A","LB_602A","LE_BH2125","BU_OGOFSV"
"RF_602D01","602D01","MENAT-EG-BAKER-LB_602D","LB_602D","LE_BH9106","BU_OGMEAS"
"RF_602H01","602H01","MENAT-EG-BAKER-Cario-New Maadi, Bldg  No. 21  Road 263_602H","LB_602H","LE_BH9106","BU_OGHQTR"
"RF_603101","603101","MENAT-EG-BAKER-LB_6031","LB_6031","LE_BH6030","BU_OGDRIL"
"RF_632501","632501","MENAT-EG-BAKER-LB_6325","LB_6325","LE_BH1200","BU_OGDRIL"
"RF_632E01","632E01","MENAT-EG-BAKER-LB_632E","LB_632E","LE_BH1200","BU_OGMEAS"
"RF_646501","646501","MENAT-IQ-Baghdad-District 925 Street 15 House 3, Karada Kharij_6465","LB_6465","LE_IF1921","BU_OGDRIL"
"RF_M42101","M42101","MENAT-IQ-Baghdad-01-colo_ME_LB_B444","LB_M421","LE_IF1921","BU_OGMEAS"
"RF_R13601","R13601","MENAT-IQ-Baghdad-01-colo_ME_LB_WDG59","LB_R136","LE_CP0140","BU_OGSUBS"
"RF_R20401","R20401","MENAT-IQ-Baghdad-01-colo_LE_CP0140","LB_R204","LE_CP0140","BU_OGDRIL"
"RF_R27501","R27501","MENAT-IQ-Baghdad-01-colo_ME_LB_WDG73","LB_R275","LE_IF1921","BU_OGSUBS"
"RF_T12401","T12401","MENAT-IQ-Baghdad-01-colo_LE_CP0140","LB_T124","LE_CP0140","BU_OGTBMS"
"RF_U12001","U12001","MENAT-IQ-Baghdad-01-colo_ME_LB_TSSJV","LB_U120","LE_CP0140","BU_OGTBMS"
"RF_U14501","U14501","MENAT-IQ-Baghdad-01-colo_ME_LB_TXIQ1","LB_U145","LE_IF1921","BU_OGTBMS"
"RF_526001","526001","MENAT-IQ-Bahgdad-Karada Kharij District 925 Street 15 House 3_5260","LB_5260","LE_IF1921","BU_OGMEAS"
"RF_H61801","H61801","MEN-IQ-Baghdad-Karada Kharij District 925 Street 15 House 3_H618","LB_H618","LE_IF1921","BU_OGHQTR"
"RF_M12201","M12201","MENAT-IQ-Basra-02-colo_ME_LB_B414","LB_M122","LE_CP0140","BU_OGMEAS"
"RF_M12203","M12203","MEN-IQ-Baghdad-Karada Kharij District 925 Alley 23 House No 5_M122","LB_M122","LE_CP0140","BU_OGMEAS"
"RF_R13603","R13603","MEN-IQ-Baghdad-Karada Kharij District 925 Alley 23 House No 5_R136","LB_R136","LE_CP0140","BU_OGSUBS"
"RF_R27401","R27401","MENAT-IQ-Basra-North Rumaila_R274","LB_R274","LE_IF1921","BU_OGDRIL"
"RF_U12003","U12003","MEN-IQ-Baghdad-Karada Kharij District 925 Alley 23 House No 5_U120","LB_U120","LE_CP0140","BU_OGTBMS"
"RF_R29802","R29802","MENAT-IQ-Erbil - Kurdistan-Makhmoor Road, Sothern Industrial Area_R298","LB_R298","LE_CP1173","BU_OGSUBS"
"RF_122M01","122M01","MENAT-IQ-Baghdad-Karada Kharij District 925 Street 15 House 3-LB_122M","LB_122M","LE_IF1921","BU_OGMEAS"
"RF_R67001","R67001","MENAT-IQ-Baghdad-Karada Kharij District 925 Street 15 House 3_R670","LB_R670","LE_IF1921","BU_OGDRIL"
"RF_S13601","S13601","MENAT-IQ-Baghdad -Karada Kharij District 925 Alley 23 House No 5-LB_S136","LB_S136","LE_CP0140","BU_OGSUBS"
"RF_S27501","S27501","MENAT-IQ-Baghdad -Karada Kharij District 925 Street 15 House 3-LB_S275","LB_S275","LE_IF1921","BU_OGSUBS"
"RF_U65301","U65301","MENAT-IQ-Baghdad-Karada Kharij District 925 Street 15 House 3_U653","LB_U653","LE_IF1921","BU_OGTBMS"
"RF_630201","630201","MENAT-IQ-BAKER-LB_6302","LB_6302","LE_BH9114","BU_OGDRIL"
"RF_630A01","630A01","MENAT-IQ-BAKER-LB_630A","LB_630A","LE_BH4160","BU_OGOFSV"
"RF_630D01","630D01","MENAT-IQ-BAKER-LB_630D","LB_630D","LE_BH9114","BU_OGMEAS"
"RF_630H01","630H01","MENAT-IQ-BAKER-Basra_Al Jazeer Main Street, NO 31/1_630H","LB_630H","LE_BH9114","BU_OGHQTR"
"RF_636501","636501","MENAT-IQ-BAKER-LB_6365","LB_6365","LE_BH9121","BU_OGDRIL"
"RF_636A01","636A01","MENAT-IQ-BAKER-LB_636A","LB_636A","LE_BH6280","BU_OGOFSV"
"RF_H07142","H07142","MENAT-KW-Kuwait City-Kuwait TAX ID-IF1130-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_M02542","M02542","MENAT-KW-Kuwait City-Kuwait TAX ID-IF1130-M025","LB_M025","LE_I10234","BU_OGMEAS"
